restaurant_review,restaurant_name,review_source
"Kalau ingin makan sushi di MKG dan tidak dapat meja di tempat favorit saya Ippeke Komachi  saya pasti akan ke tempat ini, maklum saya tidak begitu suka dengan sushi sejuta umat yang lain yang antriannya seperti di dokter itu.  Di Sushi Groove ini saya suka fusion sushi rollnya, salmon sashimi juga fresh, menu donburi juga enak.  Kali ini utuk dinner saya pesan: *Miso soup  rasanya so so aja.*Chicken teriyaki  enak nih, favorit suami bener....garing crunchy di luar, lembut di dalam. Saladnya fresh, dressingnya enak dan potato saladnya juga enak*Ocean Bloom Fresh salmon in yuzu dressing with tobiko on top  porsinya unyu unyu, tapi enak banget, yuzu dressingnya sangat membangkitkan selera makan, recommended.*Chuka Idako  not bad at all, baby octopusnya juga fresh dan nga alot.Salah satu resto di bawah management Ismaya group ini recommended banget untuk pencinta fusion Sushi. ",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-kelapa-gading
"Udah lama ga kemari, menu favorite kita disini bimbibapnya!Yang kita pesen tadi : Chicken Curry Bimbibap (69k)- rasanya enak, kita suka ini / kamu bisa pesen mozu beef, kalau kurang pass tambahin aja bumbu yang ada di meja  Soft Shell Inari (2pcs) (35k)- karena kita suka kepiting soka, kita coba menu ini. Ternyataa enakk banget  MUST TRY! Bulgogi Sushi (49k)- dagingnya alot :( kita ga suka sih. HuhuPelayanannya agak lambat yaa, tapi ramah kok.Follow us on IG : FOODTRAVELID",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-kelapa-gading
"Hi! Kesini waktu salmonnya lagi habis. Jadinya hanya pesan untuk unagi roll dan alligator roll. Kita bahas satu-persatu yah.Ukuran setiap potongan unagi roll tidal terlalu besar, nasinya cukup padat dan unaginya memiliki bumbu yang meresap. Overall secara rasa boleh dicoba. Sedangkan untuk alligator roll, potongannya besar-besar banget. Jadi makan 1 potong aja, mulutnya langsung berasa penuh dan kenyang. Kalau soal rasa, cukup enak!Suasana di sushi groove sendiri cukup kondusif, tidak terlalu ramai sehingga enak buat makan sambil ngobrol. Pelayannya ramah namun responnya kurang cepat, sehingga harus menunggu sebentar untuk dilayani.Lokasinya yang di dalam mall mudah dicari dan tempatnya bersih. Secara harga juga tidak terlalu mahal dan aman di kantong.",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-kelapa-gading
"Akusih emang suka sama menu sushi yang ada disini, dan suka dateng ke outlet yang lebih dekat. Dan ini pertama kali makan di outlet pondok indah, konsepnya beda, disini juga nyaman. Cuma.... yg disini open kitchen bagian sushinya kasian banget woy, staffnya kudu jongkok ngelewatinnya kalo mau keluar. Wagelaseh heran sama yg bikin sampe segitunya. Disini aku makan:1. Salmon skin: yang disini masih ada daging salmonnya, dip saucenya enak.2. Salmon flame roll: ini fav banget! No. 2, setelah si princess roll3. Ebi volcano roll: ini udangnya berasa kyk di goreng dulu gitu, ini fav sih. Cuma mayonya menurutku a lil bit salty.4. Gyoza chicken mozzarella: ini kedua kali aku makan ini, rasanya tetap sama walaupun beda outlet. Enakkk5. Salmon don: dominan manisss, salmon teriyaki welldone. Nasi pulen, ada salmon skinnya dan telur. Ada nori dan kriuk2nya gitu deh6. Salted egg chicken donburi: sebenernya aku suka sama menu ini, karna kering ga blenyek creamy gitu. Telur asin masir banget! Menurut aku sih ga amis.7. Nabeyaki udon: ini brothnya segerrr, versi original dan dapet gurih dari shitake, ada tempura udang yg dicelupin huhu8. Sliced beef udon: dagingnya empuk, porsinya banyaaak. Asli. Akusih mending sharing. Kuahnya yg ini aroma paprika banget. Sedep. Oiyaaa untuk menu udon ini ga sesuai di gambar menu, yg aku dapet cuma boil egg biasa ya bukan pouched egg, letaknya dipinggir pula. Hampir overcooked.9. Chicken&mushroom cha soba: ini salah satu fav aku diantara menu yg ada dimeja, pake green soba. Creamynya sudah enak, apa kyk gini carbonara versi japanese food? Kalo emang menu ini japanese fusion. Menurut aku sih kurang eggyolk. Ayamnya juga aku suka karna crunchy. Ya walaupun dominan manisss10. Mochi tiramisu, taro dan greentea: awalnya suka yg taro dan ini pertama kali coba greentea ternyata enaaaak agak pahit gitu. Ntaps jg tiramisunya.11. Fish wafer: jujur pertama kali pula makan ginian, mirip2 ya sama yg di supermarket. Aku sih ga pernah beli. Ternyata rasanya msh ok.",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Biasanya gue kalo mampir ke restorannya dari Ismaya itu, kalo ga yang Western, Italian, atau yang kearifan lokal seperti The Peoples Caf. Atau bahkan cuma ngopi-ngopi ganteng aja di Djournal Coffee. Tapi kali ini, gue dapet kesempatan buat nyobain restonya Ismaya yang makanannya dari Jepang.Sushigroove ini restoran bergaya Jepang Modern yang menghadirkan makanan Jepang yang khas dan berkualitas. Restorannya aja keren, design nya yang Jaman Now banget, dan ga ketinggalan sama music-music yang sedang Hype.Sushigroove yang ada di PIM 2 ini lokasinya ada di Restaurant Row lantai 3, kalo udah liat XXI tinggal belok kanan aja. Terus udah keliatan yang restonya hijau-hijau paling keren.Appetizer:  Salmon Skin: baru kali ini nih gue makan kulit ikan salmon. Biasanya gue cuma makan kulit kerupuk doang. Makan Salmon Skin ini pake mayo yang udah disediakan. Rasanya kaya ikan salmon yang kering, dan garing.  Gyoza Chicken Mozzarella: bentuknya yang mirip pastel ini, isinya daging ayam cincang yang gurih asin dan lezat banget karena ada mozzarella diatasnya.  Ebi Volcano Roll: bisa dibilang ini sushi, tapi sushinya ga disusun memanjang, melainkan sushinya tidur telentang dan dikasih ebi yang tertimbun sama mayo yang super yuumiie. Sushinya itu sendiri juga udah enak banget. eh masih ditambah dari ebi dan mayonya.  Salmon Flame Roll: nah kalo ini sushi yang disusun berbaris, dan dari tampilannya tuh menggoda banget. salmon yang jadi lapisan sushi paling luar ini, begitu oily dari kecapnya si sushi ini. Dan rasanya tuh, gurih yang meledak dimulut.Maincourse:  Sliced Beef Udon & Nabeyaki Udon: Dua menu hidangan utama ini udah pasti menggunakan mie yang tebel, kenyal, enak dan pastinya bikin kenyang. kalo yang sliced beef, yaa udah pasti toppingnya pake beef yang diiris tipis, kalo yang Nabeyaki ini pake udang tempura. Dua-duanya gurih manteb banget, dan pastinya sedaaap.  Salmon Don: semangkuk nasi yang toppingnya ikan salmon, salmon skin, mushroom & seaweed. Dan menu ini rasanya agak kemanisan, kayanya sih bumbu kecapnya kebanyakan, atau mungkin nyiramnya ga rata. Tapi ga mengurangi enaknya menu ini, karena nasinya pulen, salmonnya juga lembut dan ga amis.  Chicken Mushroom Cha Soba: yang satu ini pake noodle, dan warnanya hijau. Yaa kaya healthy noodle gitu lah. tapi pasti sehat dong. Selain itu noodlenya juga creamy banget kaya carbonara dan juga ada potongan mushroom yang bikin menu ini makin gurih. Ettss.. ditambah lagi daging ayam yang crunchy, yang dipakesin saus yang manis gurih.  Salted Egg Chicken Donburi: menu ini simple banget, cukup nasi pake potongan daging ayam yang digoreng tepung, terus mengandung telur asin juga. Sama pake topping seaweed pula. Simple tapi nampol.Dessert:  Mochi Ice Cream & Fish Wafer: penutup yang manis dan dingin yang pastinya makan es krim tuh bikin perasaan jadi tenang dan kaya ga punya beban. Mochi ice creamnya ini ada rasa Tiramisu, Green Tea, dan Taro. Kalo yang Fish Wafer, ice creamnya vanilla dan ada kacang merahnya. Mochinya kenyal-kenyal lembut, ice creamnya juga lembut banget, udah ga usah diragukan lagi sih semua yang ada disini.prido",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Yeayy nge-sushi lagii. Baru kali ini makan yg dioutlet sini. Tempatnya lumayan besar juga tapi agak remang. Remang tapi suasananya nyaman. Pelayanannya pun cepat.Untuk makanannya gue order sushi, set nasi sama udonnya.Oiya ternyata sushigroove sekarang juga ada susshi all u can eat tapi cuma senin-rabu saja (99k++). Lumayan ini gue bakal makan deh secara gue suka sushi n makannya banyak.Menu yg gue pesan :- Chicken Mushroom Yaki Udon (75k++) => ini jadi mirip pasta carbonara tapi dengan udon. Trufflenya banyak n ada beberapa macam deh. Terus dikasi juga taburan rumput laut panjang2 dan tentunya ayam yg di grill. Ini enakk. Pas makan bumbunya meresap semua pas terus ada berasa trufflenya makin wangi. Kalau makan disini lagi mau gue pesen lagi ini menu.- Chicken Teriyaki Teishoku (59k++) => ini set nasi dengan chicken teriyaki plus miso soup n salad. Untuk nasinya katanya ada akar teratainya. Cuma ini bokap gue yg makan jadi gue tidak tahu seperti apa rasanya. Bokap bilang sih enak i i rasanya. Gue cuma icip miso soup n saladnya. Misonya enak kuahnya berasa gurih n saladnya juga oke bumbunya. Saladnya ada juhi yg biasa ditabur di takoyaki. Makin wangi jadinya.- Gyoza Curry Sauce (29k++) => biasa makan gyoza yg tidak ada bumbunya. Ini gue makan pakai bumbu curry. Ternyata enak loh. Bumbu currynya tu mantap banget. Gurih n medok. Enakkkk. Apalagi itu kalau dimakan sama nasi hangat makin enak dah.- Kani Tori Roll uk. Half (26k++) => untuk sushinya gue order yg ukuran half semua jadi biar icip banyak rasa. Untuk ukuran half isiannya 4pcs. Nah untuk rasa ini jadi diatasnya dikasi ayam goreng yg sudah dibumbu gitu. Enak kok ini berasa garing dagingnya.- Salmon sushi roll (29k++) => ini pakai daging salmon jadi rasanya juga uda pasti enakk.- Scallop Dynamit Roll uk.Half (30k++) => inipun enak dikasi juga ada saus mayonaise ya jadi makin gurih. Sushi2nya ini dimakan tanpa kikomannya juga sudah enak.- Spicy Tuna Cheese uk.Half (30k++) => nah ini salah satu favorite gue juga. Pas digigit langsung berasa kejunya. Menurut gue ini kejunya royal banget. Keju banget ini. Kalau yg suka keju bakal suka sama sushi ini.- Light Stone Plate (Sushi conveyor @15k++) => ini gue ambil yg salmon, tuna, tobiko. Enak semua. Ukurannya juga oke.- Hot Ocha => Free Reffill (18k++)",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Yang lagi pengen makanan Jepang, mampir aja yuk di Sushi Groove, mereka lagi ada promo all u can eat Rp 99,000 (sushi on belt) sampai dengan 31 August 2019 loh, jangan sampe ketinggalan ya temen2.Anw, kemarin pas ke sini kami gak makan all u can eat karena pengen cobain satuannya mereka. Kami pesen salmon don, beef mozu bibimbap dan sliced beef udon. Gak lupa juga buat pesen appetizer dan dessert dong ya. Yuk scroll ke bawah buat liat apa aja sih yang kami order selama di sana Twisted Tori KarageUkuran ayamnya gede, tepungnya juga pas gak ketebelan, crunchy2 gimana gitu. Tapi sayang, karagenya oily banget, moga aja next time ke sini gak seoily itu lg ya.Salmon SkinIni wuenak, gak berminyak, crunchy, dan gak berasa cuma tepung doang. Rasa dari ikannya masih berasa, soalnya ada daging ikan yang masih nempel2 gtu. Enak, makannya dicocol sama mayonaise.Ebi Volcano RollSushi satu ini jadi primadona begitu sampai, topping ebi dan mayonaisenya bikin gak sadar aja uda makan berapa gitu. Bener2 nagih banget dah, inget, ini harus langsung dimakan begitu smpe ke meja kalian ya , biar tekstur melt2nya masih berasa. Rasanya cenderung manis creamy2 gitu.Salmon Flame RollIni juga enakk, kalo yang di atas manis, yang ini cocoknya dicocol sama soysauce ditambahin chilli powder. Salmon slicenya juga lumayan tebel, enak enak enak!!Salmon DonPorsinya yaowoh gede banget, nasi gak kalah banyak sama toppingnya. 1 porsi salmon don ini terdiri dari nori, tempura, salmon skin, salmon grilled, telur dan 1 nya lg aku gak tau itu apaan (mirip keripik gitu). Salmonnya well cooked, lembut dan manis banget daging si salmon. Menu satu ini rasanya manis2 gitu ya, buat kalian pecinta asin pasti bakalan bilang ini kurang asin, tapi emang seharusnya rasa makanan ini lebih ke manis. Cocok ama wa Beef Mozu BibimbapKhusus untuk menu satu ini, begitu makanannya datang harus langsung kalian aduk dan campur ya. Kenapa aku saranin begitu ? Soalnya ini di hotbowl gtu, takutnya nasinya jd keras kalo gk langsung diaduk. Rasanya sendiri enak banget menurutku, mozanya bener2 bikin ketagihan, tekstur dagingnya jg gak alot. Cucok sekalii!!Sliced Beef UdonYang ini rasanya ya so so, kuahnya gurih asin2 gitu. Tapi, karena aku gak doyan udon jadinya gak cobain keseluruhan deh, untuk kuahnya sendiri sih oke, dagingnya jg pas matangnya.Tiramisu Mochi Ice CreamBerasa banget dah si tiramisunya, enakk, manisnya gak bikin enek, kenyal mochinya juga berasa, pas deh dimakan jadi penutup.Fish waferYang satu ini uda pasti kalian tau dong, taiyaki guys taiyaki, wafel ikan yang ada isian ice cream vanilla dan ogura di dalamnya. Karena ice cream di dalamnya dingin, si fish wafer jd lembek dan agak alot nih. Tapi topping dalamnya si enek beuud.Ogura Ice CreamIni mah favorit di manapun dia berada, kebetukan tekstur ice cream mereka gak bgtu cepet melt dan rasa kacang merahnya jg berasa banget, manisnya bikin nagih.IG : thehandsofcuisine",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Sushi Groove menjadi restoran penyaji tak hanya sushi terbaik, tapi juga beberapa menu khas Jepang lainnya seperti okonomiyaki, udon dan donburi. Outletnya menyebar di beberapa mall besar di Jakarta, seperti salah satunya berada di mall Pondok Indah 2 lantai 3. Konsep desainnya masih mengusung gaya kedai khas Jepang bernuansa kasual, trendy dan nyaman. Beberapa tempat duduk dilewati oleh sushi belt dan merupakan sudut incaran beberapa pengunjung.Saat saya mampir keadaan tidak ramai karena memang baru jam 17.30 sore. Namun pas masuk jam makan malam barulah pengunjung mulai memenuhi seating table yang jumlahnya cukup banyak. Meski keadaan ramai pengunjung, namun kesigapan para pegawainya cukup baik. Mereka mampu bekerja cepat dan ramah dalam melayani. Pertahankan ya.Salmon Skin, kulit ikan salmon yang dagingnya telah dijadikan sushi diolah menjadi menu cemilan yang cukup bikin nagih. Disajikan bersama cocolan mayones, kulit ikan ini digoreng renyah dengan tepung berbumbu sehingga ada sensasi kriuk-kriuk pas dimakan. Rasanya asin gurih gitu dan jadi makin bikin ketagihan kalo dicelup kedalam saus mayo-nya.Twisted Tori Karaage, potongan-potongan fillet ayam yang dilumuri tepung berbumbu lalu digoreng ini disajikan bersama salad kol, selada, tomat dan irisan jeruk nipis. Karena daging ayamnya tanpa tulang, jadi empuk dan bisa dimakan semuanya tak bersisa. Tepungnya sendiri memiliki cita rasa yang asin dan gurih, jadi bikin saya engga bisa berhenti buat nyomot. Good start.Ebi Volcano Roll, menjadi sushi pertama yang saya coba. Dari tampilannya sih udah manggil-manggil banget nih buat dicomot dan saya pastikan engga cukup kalo cuma ngambil satu doang. Jadi sushi ini tuh toppingnya melimpah ruah layaknya lahar gunung yang meletus. Olahan keju, mayo, potongan udang dan taburan tobico berpadu menjadi satu. Rasanya? Hmmmmm jangan ditanya, enaknya pake banget. Ada cheezy, creamy, gurih, sedikit manis, asin dan lumer banget dimulut.Salmon Flame Roll, menjadi sushi kedua yang saya comot malam ini (Oh Lord, maafkan saya karena malem-malem harus makan nasi kek gini, soalnya mau gimana, tampilannya menggoda banget) jadi potongan sushi roll dengan topping ikan salmon yang mengkilap diatasnya hadir begitu memesona. Sensasi bakaran pada lapisan atasnya, memberi warna khas yang membuatnya terlihat seksi. Rasanya langsung meledak aja gitu pas disuap, perpaduan lembut dan kriuk-kriuk dibagian dalamnya.Salmon Don, sekerat daging ikan salmon segar yang di pan seared diletakan diatas semangkuk nasi bersama omelete bertabur bawang bombay, salmon skin dan crackers, lalu diberi siraman saus teriyaki. Tekstur ikannya begitu lembut dengan bagian luar sedikit renyah. Bumbu teriyaki yang terasa manis ketemu sama sensasi telur yang gurih, langsung menyatu dalam tiap suapannya. Saya suka ikan salmon yang berbau harum dengan sentuhan rasa yang manis gurih seperti ini.Beef Mozu Bibimbap, merupakan menu khas Korea yang terdiri dari semangkuk nasi yang tersaji dalam keadaan panas, lalu diberi topping irisan daging sapi, keju mozarella yang banyak dan telur. Cara makannya dengan mengaduk semua bahan jadi satu, biar semua komponen bercampur dengan baik. Potongan dagingnya banyak, empuk dan gurih. Kejunya melimpah, jadi bikin menu ini terasa begitu cheezy dan semakin gurih. Kalo perasaan diaduk-aduk kan engga enak yah, tapi kalo Bibimbap ini sih justru malah enak banget euy.Tiramisu Mochi Ice Cream dan Fish Wafer menjadi hidangan penutup malam ini. Tiramisu Mochi nya tuh lembut banget adonan kulitnya dan terasa kenyal. Isiannya ada tiramisu ice cream dan choco chip jadi terasa manis dengan sensasi rasa perpaduan antara kopi juga cokelat yang enak banget. Nah kalo si Fish Wafer nya berisi vanilla ice cream dan ogura yang lembut, manis serta langsung meleleh dimulut...",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Japanese food galore at Sushi Groove! Udah lama gak berkunjung ke cabang PIM ini, interior dan ambience restorannya udah berubah jadi makin nyaman dan rasa makanannya pun jadi makin enak juga. Besttt!*STARTER:- Tako Karaage (IDR 39,000)Deep fried Baby Octopus in Spicy Teriyaki Sauce. Baru sekali ini makan Baby Octopus yang digoreng, dan ternyata enak loh! Didukung dengan rasa Spicy Teriyaki Sauce yang manis pedes gurih!- Chicken Gyoza (IDR 25,000)Deep fried Chicken Dumpling yang tasty, dicocol ke Gyoza Saucenya. Yum!- Spicy Edamame (IDR 25,000)Edamame sauteed with Butter, Chili, Garlic, and Shoyu. Enakkk! Rasa pedes asinnya bikin nagih! Appetizer terrrjuaraaa!*MAINS:- Princess Roll (IDR 69,000)California Roll (Crab Meat, Avocado, and Cucumber) topped with Baked Tuna, Dream Sauce, and Tobiko. Potongannya tebal dan padat, per porsi ada 8 pieces. Super delish!- Mayonnaise Dream Roll (IDR 49,000)Legend! Baked Salmon, Crab, and Carrot roll, topped with Spicy Mayo Sauce and Tobiko. Ini favorit gw dari jaman pertama kali Sushi Groove buka, rasanya gak berubah masih sama enaknya! Recommended!- Krakatau Roll (IDR 33,000 / half portion)Legend! Gindara and Asparagus roll topped with Special Sauce. Favorit gw juga dari jaman dulu! Yummm!- Beef Mozu Bibimbap (IDR 79,000)Sliced Beef, Mozzarella Cheese, Enoki Mushroom, and Egg on a sizzling bed of Fried Rice. Surprisingly DELICIOUS! Berasa banget Fried Ricenya, kering dan berkerak karena dimasaknya di claypot. Slice Beefnya empuk dan juicy, Mozzarella Cheesenya melted, Enokinya lembut, dan Eggnya beleber Kuningnya. Recommended!- Nabeyaki Udon (IDR 69,000)Udon with Braised Chicken, Shrimp Tempura, Shitake Mushroom, and Seaweed. Lagi dan lagi enak! Udonnya super kenyal! Rasa kuahnya manis gurih. So good!- Chicken Katsu Teishoku (IDR 59,000)Japanese meal set which are Gobo Rice, Chicken Katsu, Salad, Miso Soup, and Japanese Pickles. Paket komplit yang mengenyangkan!*DESSERT:- Tiramisu Mochi Ice Cream (IDR 35,000) & Taro Mochi Ice Cream (IDR 35,000)Ice Creamnya berasa banget Tiramisu dan Taronya, Mochinya kenyal.- Cheese Cake (IDR 45,000) & Green Tea Cake (IDR 45,000)Super moist! Rasa Cheese Cakenya manisnya pas dan gak bikin enek, rasa pait Green Teanya dapet banget! LIKEEE!",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Nggk pernah ngecewain.........Aku suka banget makan disini krn varian menu, rasa, harga dan porsi pas.Beberapa menu yang aku pesen porsinya selalu lebih dari cukup, chicken teriyaki yang aku pesen juga crunchy kulitnya.One of my japanese resto sih!",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
"Salah satu Japanese resto favorite dari jaman dulu, kayaknya udah lebih dari 10 tahun outlet sushi groove yang ada di PIM ini. Kali ini saya kesini bareng temen temen buat dinner. Nyobain beberapa menu mulai dari appetizer, main course hingga dessert antara lain : Appetizertako karaage, agedashi tofu, chicken gyoza, spicy edamame. Tako karaage adalah baby octopus yang digoreng dan diberi saus spicy rasanya kenyel2 enak dan bikin susah berenti buat nyomotinnya. Spicy edamame juga favorite saya, taburannya chilli flakes dan bawang goreng, pedes dan bikin nagih! Chicken gyozanya digoreng, kulitnya crunchy isiannya empuk dan banyak. Maincourse- Princess roll- Mayonnaise dream roll- Krakatau roll- Beef mozzu bibimbab- Nabeyaki Udon- Chicken katsu teishokuSemua maincourse yang kami pesan rasanya enak2 apalagi mayonnaise dream roll ini menu udah ada dari jaman saya kenal sushi groove lebih dari 1 dekade yll rasanya sama sekali gak berubah, menu ini recommend banget buat dicoba kalau kesini. Krakatau roll juga menu lama niih, selalu enaak dan favorite! Nah kalau beef mozzu bibimbap ini pertama kali nyobain, disajiin dalam hot claypot. nasi dengan topping slice beef, enoki, beef, mozarella dan telur. Semuanya diaduk, duh ini enaakk bangett! Udonnya juga super tasty, kuahnya aja udh enak banget  DessertMochi ice cream dan japanese cheeese cakeMochi ice cream kita pilih yang isi taro dan tiramisu, favorite saya yang tiramisu, klo cheesecake pesen yang original cheese dan green tea.",Sushi Groove,https://pergikuliner.com/restaurants/jakarta/sushi-groove-pondok-indah
